timestamp,ax,ay,az,gx,gy,gz,lat,lng,alt,speed,bearing
24636.954,-1.5701,7.5187,6.2241,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24636.964,-1.5318,7.5570,6.2935,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24636.974,-1.4624,7.5738,6.3437,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24636.983,-1.5485,7.5929,6.2767,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24636.997,-1.5413,7.6025,6.3150,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.004,-1.5485,7.5570,6.1930,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.014,-1.4839,7.5762,6.1834,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.024,-1.4719,7.5522,6.3413,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.034,-1.4384,7.5809,6.2336,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.044,-1.4600,7.5833,6.3294,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.055,-1.5366,7.5498,6.3222,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.065,-1.6131,7.5642,6.2600,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.075,-1.5294,7.5307,6.1666,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.085,-1.5437,7.5379,6.2025,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.095,-1.5677,7.5522,6.3270,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.105,-1.5581,7.5403,6.3294,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.115,-1.4815,7.6001,6.2049,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.125,-1.5533,7.5714,6.2193,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.135,-1.4791,7.5546,6.2815,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.145,-1.4504,7.5259,6.3533,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.157,-1.5007,7.5522,6.2839,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.165,-1.6323,7.5044,6.2169,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.175,-1.6155,7.5427,6.2265,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.184,-1.5054,7.5714,6.2695,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.195,-1.5748,7.5068,6.3198,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.204,-1.5007,7.5522,6.2384,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.215,-1.5078,7.5283,6.2935,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.225,-1.6036,7.5474,6.1882,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.235,-1.5485,7.5355,6.3437,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.245,-1.5318,7.5450,6.2671,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.254,-1.5102,7.5427,6.4012,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.265,-1.4480,7.5307,6.3389,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.274,-1.4025,7.5307,6.2528,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.284,-1.4360,7.5115,6.2480,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.295,-1.4648,7.5403,6.2911,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.305,-1.5892,7.5020,6.3509,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.318,-1.4624,7.5259,6.2456,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.325,-1.5270,7.5881,6.2959,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.335,-1.4935,7.6001,6.3605,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.345,-1.5318,7.5546,6.2408,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.355,-1.5868,7.4852,6.4059,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.365,-1.5557,7.4757,6.3102,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.374,-1.5078,7.5068,6.1188,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.386,-1.4935,7.4972,6.0446,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.396,-1.5437,7.4924,6.0614,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.405,-1.5126,7.5163,6.3007,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.417,-1.3978,7.3728,6.4538,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.426,-1.2590,7.3991,6.6237,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.436,-1.3068,7.3680,6.8439,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.446,-1.1680,7.4374,6.7936,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.456,-1.3236,7.4326,6.8439,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.466,-1.2326,7.3440,6.7099,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.479,-1.2470,7.2890,6.6141,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.486,-1.3786,7.2986,6.5615,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.497,-1.3571,7.4063,6.7457,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.506,-1.5653,7.4158,6.6452,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.516,-1.4049,7.4158,6.5567,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.526,-1.3284,7.3345,6.7410,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.535,-1.2996,7.3560,6.6859,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.546,-1.2542,7.3680,6.7170,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
