timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,lat,lng,alt,speed,bearing
3451.498,-2.6227,7.8617,5.3068,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0,0.00,0.0
3451.503,-2.6155,7.8689,5.3379,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0,0.00,0.0
3451.504,-2.5772,7.8545,5.4217,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0,0.00,0.0
3451.506,-2.5700,7.8713,5.4696,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0,0.00,0.0
3451.508,-2.5293,7.8976,5.5055,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0,0.00,0.0
3451.513,-2.4766,7.8857,5.5869,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0,0.00,0.0
3451.514,-2.4479,7.8521,5.5941,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0,0.00,0.0
3451.516,-2.4527,7.8641,5.6516,0.000000,0.000000,0.000000,29.5563,-15.2618,-29.6356,0.000000,0.000000,0.0,0.00,0.0
3451.523,-2.3833,7.8330,5.6420,0.000000,0.000000,0.000000,29.5563,-15.2618,-29.6356,0.000000,0.000000,0.0,0.00,0.0
3451.524,-2.3282,7.8689,5.6851,0.000000,0.000000,0.000000,29.5563,-15.2618,-29.6356,0.000000,0.000000,0.0,0.00,0.0
3451.525,-2.3354,7.8425,5.7210,0.000000,0.000000,0.000000,29.5563,-15.2618,-29.6356,0.000000,0.000000,0.0,0.00,0.0
3451.526,-2.2731,7.8186,5.6827,0.000000,0.000000,0.000000,29.5563,-15.2618,-29.6356,0.000000,0.000000,0.0,0.00,0.0
3451.539,-2.2300,7.8593,5.7306,0.000000,0.000000,0.000000,29.5563,-15.2618,-29.6356,0.000000,0.000000,0.0,0.00,0.0
3451.541,-2.1774,7.8689,5.7234,0.000000,0.000000,0.000000,29.5563,-15.2618,-29.6356,0.000000,0.000000,0.0,0.00,0.0
3451.542,-2.0912,7.8234,5.6755,0.000000,0.000000,0.000000,29.5563,-15.2618,-29.6356,0.000000,0.000000,0.0,0.00,0.0
3451.543,-2.0816,7.8138,5.6731,0.000000,0.000000,0.000000,30.0079,-16.7740,-27.9922,0.000000,0.000000,0.0,0.00,0.0
3451.544,-2.0457,7.8378,5.6444,0.000000,0.000000,0.000000,30.0079,-16.7740,-27.9922,0.000000,0.000000,0.0,0.00,0.0
3451.545,-2.0098,7.8378,5.6731,0.000000,0.000000,0.000000,30.0079,-16.7740,-27.9922,0.000000,0.000000,0.0,0.00,0.0
3451.546,-1.9930,7.7971,5.7186,0.000000,0.000000,0.000000,30.0079,-16.7740,-27.9922,0.000000,0.000000,0.0,0.00,0.0
3451.547,-1.9451,7.7923,5.7401,0.000000,0.000000,0.000000,30.0079,-16.7740,-27.9922,0.000000,0.000000,0.0,0.00,0.0
3451.547,-1.9212,7.7947,5.7641,0.000000,0.000000,0.000000,30.0079,-16.7740,-27.9922,0.000000,0.000000,0.0,0.00,0.0
3451.551,-1.9044,7.7923,5.8048,0.000000,0.000000,0.000000,30.0079,-16.7740,-27.9922,0.000000,0.000000,0.0,0.00,0.0
3451.553,-1.8757,7.7707,5.8742,0.000000,0.000000,0.000000,30.0079,-16.7740,-27.9922,0.000000,0.000000,0.0,0.00,0.0
3451.555,-1.8589,7.7659,5.8622,0.000000,0.000000,0.000000,29.6997,-16.7831,-30.8899,0.000000,0.000000,0.0,0.00,0.0
3451.558,-1.9020,7.7707,5.9005,0.000000,0.000000,0.000000,29.6997,-16.7831,-30.8899,0.000000,0.000000,0.0,0.00,0.0
3451.561,-1.8518,7.7755,5.8886,0.000000,0.000000,0.000000,29.6997,-16.7831,-30.8899,0.000000,0.000000,0.0,0.00,0.0
3451.563,-1.8518,7.7444,5.8742,0.000000,0.000000,0.000000,29.6997,-16.7831,-30.8899,0.000000,0.000000,0.0,0.00,0.0
3451.566,-1.8709,7.7612,5.9077,0.000000,0.000000,0.000000,29.6997,-16.7831,-30.8899,0.000000,0.000000,0.0,0.00,0.0
3451.569,-1.8685,7.7276,5.9317,0.000000,0.000000,0.000000,29.6997,-16.7831,-30.8899,0.000000,0.000000,0.0,0.00,0.0
3451.570,-1.8398,7.7444,5.9053,0.000000,0.000000,0.000000,29.6997,-16.7831,-30.8899,0.000000,0.000000,0.0,0.00,0.0
3451.573,-1.7991,7.7635,5.9269,0.000000,0.000000,0.000000,29.6997,-16.7831,-30.8899,0.000000,0.000000,0.0,0.00,0.0
